klantnr;huidig_contractduur;VERBRUIKGAS;VERBRUIKEL;VERBRUIKHOOG;VERBRUIKLAAG;nieuwsbrief;wervingskanaal;vast_variabel;grijs_groen;startlevering;eindlevering;contract_verlengd;welstand;levensfase;bouwjaar;soort_woning;inkomen;opleiding
137095;12;3346;0;3502;1743;Y;Telemarketing;vaste prijs;grijze stroom;9-7-2005;9-7-2011;niet verlengd;Midden;Paar met kinderen;Voor 1899;Twee onder een kap;Onbekend;Midden
137099;99;0;0;3148;4171;Y;Speciale sales acties;vaste prijs;grijze stroom;9-7-2005;9-10-2017;verlengd;Midden;Paar met kinderen;Voor 1899;Hoge flat;tussen modaal en 2 keer modaal;Laag
137136;99;1045;4262;0;0;Y;Telemarketing;vaste prijs;grijze stroom;15-7-2005;15-7-2008;verlengd;Hoog;Paar met kinderen;Onbekend;Twee onder een kap;tussen modaal en 2 keer modaal keer modaal of meer;Hoog
137240;12;2637;2315;0;0;Y;Telemarketing;vaste prijs;grijze stroom;7-7-2005;7-7-2011;niet verlengd;Midden;Paar zonder kinderen;Onbekend;Vrijstaand;modaal;Laag
137242;24;892;0;1558;1499;Y;Speciale sales acties;vaste prijs;grijze stroom;7-7-2005;10-10-2008;niet verlengd;Laag;Alleenstaand;1940 tot 1969;Maisonette;tussen modaal en minimum;Laag
137254;36;1418;0;1913;3026;Y;Speciale sales acties;variabele prijs;grijze stroom;7-7-2005;9-7-2009;niet verlengd;Hoog;Paar met kinderen;Voor 1899;Vrijstaand;Onbekend;Hoog
137446;12;1375;0;689;666;Y;Telemarketing;vaste prijs;grijze stroom;14-7-2005;4-6-2007;niet verlengd;Midden;Paar zonder kinderen;1900 tot 1939;Rijtjeshuis;modaal;Midden
137458;99;8249;0;5910;5215;Y;Telemarketing;vaste prijs;grijze stroom;14-7-2005;19-7-2005;verlengd;Hoog;Alleenstaand;na 2000;Onbekend;Onbekend;Hoog
137467;12;2075;0;946;995;Y;Telemarketing;variabele prijs;grijze stroom;14-7-2005;15-7-2008;niet verlengd;Midden;Paar met kinderen;1940 tot 1969;Rijtjeshuis;modaal;Hoog
137509;12;236;0;2339;2412;Y;Telemarketing;vaste prijs;grijze stroom;30-7-2005;10-4-2007;niet verlengd;Midden;Paar zonder kinderen;1970 tot 1989;Maisonette;Onbekend;Midden
137576;99;1050;0;1658;1416;Y;Telemarketing;vaste prijs;grijze stroom;14-7-2005;14-10-2017;verlengd;Midden;Paar met kinderen;Onbekend;Onbekend;Onbekend;Laag
137607;12;364;0;2726;0;Y;Telemarketing;vaste prijs;grijze stroom;14-7-2005;3-3-2006;verlengd;Laag;Paar met kinderen;1970 tot 1989;Lage flat;Onbekend;Hoog
137615;99;1016;0;2245;0;Y;Telemarketing;vaste prijs;grijze stroom;14-7-2005;14-10-2017;verlengd;Laag;Paar zonder kinderen;1900 tot 1939;Maisonette;Onbekend;Midden
137622;12;150;1857;0;0;Y;Telemarketing;vaste prijs;grijze stroom;14-7-2005;15-6-2006;verlengd;Hoog;Paar zonder kinderen;1970 tot 1989;Hoge flat;Onbekend;Midden
137628;36;2772;5806;0;0;Y;Door 2 Door;variabele prijs;grijze stroom;14-7-2005;1-1-2012;niet verlengd;Midden;Paar met kinderen;Voor 1899;Vrijstaand;tussen modaal en 2 keer modaal;Hoog
137675;99;2462;0;3070;0;Y;Telemarketing;vaste prijs;grijze stroom;21-7-2005;21-7-2009;verlengd;Laag;Paar met kinderen;Voor 1899;Rijtjeshuis;modaal;Midden
137713;99;137;0;3770;2095;Y;Prijsvergelijker;vaste prijs;grijze stroom;5-9-2005;5-12-2017;verlengd;Midden;Paar met kinderen;1900 tot 1939;Lage flat;tussen modaal en 2 keer modaal;Laag
137741;12;2508;0;2783;2187;Y;Online;vaste prijs;grijze stroom;5-9-2005;1-12-2006;niet verlengd;Hoog;Paar zonder kinderen;1940 tot 1969;Rijtjeshuis;tussen modaal en 2 keer modaal keer modaal of meer;Midden
137776;36;950;0;1617;0;Y;Online;vaste prijs;grijze stroom;15-7-2005;29-7-2008;niet verlengd;Laag;Paar zonder kinderen;1970 tot 1989;Lage flat;modaal;Midden
138915;12;1960;0;1005;1037;Y;Prijsvergelijker;vaste prijs;grijze stroom;7-7-2005;1-2-2006;verlengd;Midden;Alleenstaand;1990 tot 1999;Twee onder een kap;modaal;Midden
138928;12;3285;2930;2209;3145;Y;Prijsvergelijker;vaste prijs;grijze stroom;21-7-2005;21-7-2011;niet verlengd;Laag;Paar met kinderen;Voor 1899;Vrijstaand;Onbekend;Midden
138933;36;2276;2885;1627;0;Y;Prijsvergelijker;vaste prijs;grijze stroom;31-7-2005;31-7-2011;niet verlengd;Midden;Paar met kinderen;Voor 1899;Rijtjeshuis;modaal;Laag
139072;12;0;19431;0;0;Y;Prijsvergelijker;vaste prijs;grijze stroom;1-8-2005;1-11-2005;verlengd;Midden;Alleenstaand;1990 tot 1999;Lage flat;modaal;Hoog
139082;36;2049;0;3385;1643;Y;Telemarketing;vaste prijs;grijze stroom;23-10-2005;2-1-2009;niet verlengd;Laag;Paar met kinderen;Onbekend;Rijtjeshuis;tussen modaal en minimum;Midden
139256;12;3154;6804;0;0;Y;Telemarketing;vaste prijs;grijze stroom;16-7-2005;24-7-2008;niet verlengd;Hoog;Paar met kinderen;1940 tot 1969;Vrijstaand;tussen modaal en 2 keer modaal keer modaal of meer;Midden
139311;12;2322;0;34053;0;Y;Door 2 Door;vaste prijs;grijze stroom;5-9-2005;5-9-2006;verlengd;Midden;Alleenstaand;1940 tot 1969;Rijtjeshuis;modaal;Hoog
139314;12;2436;0;2151;3549;Y;Telemarketing;vaste prijs;grijze stroom;5-9-2005;2-11-2007;niet verlengd;Midden;Paar zonder kinderen;Onbekend;Vrijstaand;tussen modaal en 2 keer modaal;Midden
139326;99;2043;0;3065;2732;Y;Telemarketing;vaste prijs;grijze stroom;5-9-2005;5-12-2017;verlengd;Midden;Paar zonder kinderen;Voor 1899;Rijtjeshuis;modaal;Midden
139346;12;2366;5006;0;0;Y;Telemarketing;vaste prijs;grijze stroom;21-7-2005;11-8-2006;niet verlengd;Midden;Paar met kinderen;1940 tot 1969;Rijtjeshuis;Onbekend;Hoog
139364;36;1693;0;3043;0;Y;Online;variabele prijs;grijze stroom;21-7-2005;1-1-2012;niet verlengd;Hoog;Paar met kinderen;Onbekend;Twee onder een kap;Onbekend;Laag
139405;12;2705;0;3962;0;Y;Door 2 Door;vaste prijs;grijze stroom;21-7-2005;15-6-2008;niet verlengd;Laag;Paar met kinderen;Onbekend;Vrijstaand;tussen modaal en minimum;Hoog
139814;12;1801;3391;0;0;Y;Prijsvergelijker;vaste prijs;grijze stroom;1-8-2005;26-4-2006;verlengd;Midden;Paar zonder kinderen;1970 tot 1989;Hoge flat;modaal;Midden
140041;12;1814;0;1046;1097;Y;Telemarketing;variabele prijs;grijze stroom;7-11-2005;30-1-2006;verlengd;Midden;Alleenstaand;1990 tot 1999;Vrijstaand;modaal;Hoog
140145;24;560;4855;0;0;Y;Online;vaste prijs;grijze stroom;11-9-2005;15-3-2008;niet verlengd;Midden;Alleenstaand;1970 tot 1989;Rijtjeshuis;tussen modaal en minimum;Laag
140147;36;1502;2803;0;0;Y;Telemarketing;variabele prijs;grijze stroom;28-7-2005;1-1-2012;niet verlengd;Midden;Paar zonder kinderen;Voor 1899;Rijtjeshuis;Onbekend;Hoog
140151;36;1973;0;2332;2777;Y;Door 2 Door;variabele prijs;grijze stroom;28-7-2005;1-1-2012;niet verlengd;Hoog;Paar met kinderen;Voor 1899;Rijtjeshuis;tussen modaal en 2 keer modaal;Midden
140198;36;0;0;1920;1585;Y;Speciale sales acties;variabele prijs;grijze stroom;16-7-2005;1-6-2010;niet verlengd;Laag;Paar met kinderen;Voor 1899;Rijtjeshuis;tussen modaal en 2 keer modaal keer modaal of meer;
140226;12;1998;2404;0;0;Y;Telemarketing;variabele prijs;grijze stroom;22-7-2005;13-10-2005;verlengd;Midden;Alleenstaand;1990 tot 1999;Rijtjeshuis;modaal;Laag
140246;12;1373;2889;0;0;Y;Telemarketing;vaste prijs;grijze stroom;22-7-2005;22-5-2006;verlengd;Laag;Paar zonder kinderen;1990 tot 1999;Rijtjeshuis;tussen modaal en minimum;Midden
140253;99;2206;0;6903;0;Y;Door 2 Door;vaste prijs;grijze stroom;22-7-2005;22-10-2017;verlengd;Midden;Paar met kinderen;Onbekend;Vrijstaand;tussen modaal en 2 keer modaal;Hoog
140351;99;889;0;4078;2017;Y;Telemarketing;vaste prijs;grijze stroom;5-9-2005;5-12-2017;verlengd;Hoog;Paar met kinderen;Onbekend;Onbekend;Onbekend;Hoog
140367;12;0;3916;0;0;Y;Online;vaste prijs;grijze stroom;5-9-2005;12-2-2006;verlengd;Laag;Alleenstaand;1990 tot 1999;Rijtjeshuis;tussen modaal en minimum;Laag
140376;99;2392;6832;0;0;Y;Telemarketing;vaste prijs;grijze stroom;5-9-2005;5-12-2017;verlengd;Midden;Paar met kinderen;1900 tot 1939;Rijtjeshuis;modaal;Hoog
140400;99;2996;0;5295;4384;Y;Telemarketing;vaste prijs;grijze stroom;30-7-2005;30-10-2017;verlengd;Hoog;Paar met kinderen;Voor 1899;Vrijstaand;Onbekend;Laag
140426;12;972;0;4718;6480;Y;Telemarketing;vaste prijs;grijze stroom;30-7-2005;25-5-2006;verlengd;Midden;Paar met kinderen;1970 tot 1989;Rijtjeshuis;tussen modaal en 2 keer modaal;Hoog
140442;99;5000;0;235704;83922;Y;Online;vaste prijs;grijze stroom;1-8-2005;1-10-2005;verlengd;Hoog;Alleenstaand;na 2000;Onbekend;Onbekend;Midden
140613;12;804;0;1294;1399;Y;Telemarketing;vaste prijs;grijze stroom;23-7-2005;20-7-2008;niet verlengd;Laag;Paar zonder kinderen;1970 tot 1989;Rijtjeshuis;modaal;Midden
140624;99;332;0;1406;99;Y;Telemarketing;vaste prijs;grijze stroom;24-7-2005;10-11-2009;verlengd;Laag;Paar met kinderen;Voor 1899;Rijtjeshuis;Onbekend;Midden
140646;12;2569;2472;0;0;Y;Online;vaste prijs;grijze stroom;23-7-2005;1-8-2006;niet verlengd;Hoog;Paar met kinderen;1900 tot 1939;Rijtjeshuis;Onbekend;Laag
140688;99;1291;2088;0;0;Y;Prijsvergelijker;vaste prijs;grijze stroom;30-7-2005;24-10-2008;verlengd;Laag;Paar met kinderen;1970 tot 1989;Lage flat;tussen modaal en minimum;Hoog
140711;12;1974;4010;0;0;Y;Online;vaste prijs;grijze stroom;28-7-2005;1-4-2006;verlengd;Midden;Paar zonder kinderen;1970 tot 1989;Vrijstaand;tussen modaal en 2 keer modaal;Hoog
140781;24;1014;0;3187;0;Y;Door 2 Door;vaste prijs;grijze stroom;28-7-2005;20-2-2008;niet verlengd;Midden;Paar zonder kinderen;1940 tot 1969;Rijtjeshuis;tussen modaal en 2 keer modaal;Laag
140783;12;2436;3615,5;0;0;Y;Telemarketing;vaste prijs;grijze stroom;27-7-2005;16-2-2006;verlengd;Midden;Paar met kinderen;1990 tot 1999;Maisonette;tussen modaal en 2 keer modaal;Midden
140794;99;1832;0;1899;0;Y;Telemarketing;vaste prijs;grijze stroom;4-8-2005;4-8-2008;verlengd;Midden;Alleenstaand;1940 tot 1969;Rijtjeshuis;modaal;Hoog
140809;12;1335;0;4227;0;Y;Door 2 Door;vaste prijs;grijze stroom;4-8-2005;10-3-2007;niet verlengd;Laag;Alleenstaand;1940 tot 1969;Lage flat;tussen modaal en minimum;Laag
140823;12;1803;6412;0;0;Y;Telemarketing;vaste prijs;grijze stroom;30-7-2005;22-5-2006;verlengd;Midden;Paar met kinderen;1970 tot 1989;Rijtjeshuis;tussen modaal en 2 keer modaal;Laag
140872;12;2320;0;0;2353;Y;Speciale sales acties;vaste prijs;grijze stroom;1-8-2005;1-8-2011;niet verlengd;Midden;Paar met kinderen;1900 tot 1939;Maisonette;Onbekend;Midden
140972;12;2739;4853;0;0;Y;Telemarketing;vaste prijs;grijze stroom;4-8-2005;8-7-2006;verlengd;Midden;Paar met kinderen;1970 tot 1989;Rijtjeshuis;modaal;Midden
140997;99;1058;1472;0;0;Y;Telemarketing;vaste prijs;grijze stroom;2-8-2005;20-11-2008;verlengd;Midden;Paar met kinderen;Onbekend;Rijtjeshuis;modaal;Hoog
141057;99;1035;0;2804;2461;Y;Telemarketing;vaste prijs;grijze stroom;28-7-2005;28-10-2017;verlengd;Midden;Paar met kinderen;Voor 1899;Lage flat;modaal;Laag
141065;12;3828;0;1485;1335;Y;Speciale sales acties;vaste prijs;grijze stroom;28-7-2005;28-7-2011;niet verlengd;Midden;Paar zonder kinderen;Voor 1899;Twee onder een kap;Onbekend;Hoog
141102;12;11361;0;26631;11912;Y;Online;vaste prijs;grijze stroom;30-7-2005;18-11-2005;verlengd;Midden;Alleenstaand;na 2000;Vrijstaand;modaal;Midden
141124;36;3184;0;4719;4821;Y;Prijsvergelijker;vaste prijs;grijze stroom;28-7-2005;8-8-2011;niet verlengd;Midden;Paar met kinderen;Voor 1899;Rijtjeshuis;tussen modaal en 2 keer modaal;Midden
141210;12;1638;1720;0;0;Y;Online;vaste prijs;grijze stroom;29-7-2005;10-5-2006;verlengd;Midden;Alleenstaand;1970 tot 1989;Lage flat;modaal;Midden
141293;99;1213;0;3813;3031;Y;Telemarketing;vaste prijs;grijze stroom;28-7-2005;6-2-2009;verlengd;Laag;Paar zonder kinderen;1900 tot 1939;Rijtjeshuis;minimum;Hoog
141319;12;1197;0;1322;818;Y;Telemarketing;vaste prijs;grijze stroom;28-7-2005;29-12-2005;verlengd;Midden;Alleenstaand;1990 tot 1999;Lage flat;modaal;Laag
141338;12;783;0;533;320;Y;Online;variabele prijs;grijze stroom;10-8-2005;16-2-2006;verlengd;Midden;Alleenstaand;1990 tot 1999;Vrijstaand;tussen modaal en 2 keer modaal;Midden
141342;99;3324;5483;0;0;Y;Door 2 Door;vaste prijs;grijze stroom;4-8-2005;4-11-2017;verlengd;Midden;Paar met kinderen;Voor 1899;Twee onder een kap;tussen modaal en 2 keer modaal;Hoog
141379;12;2144;0;2505;2506;Y;Telemarketing;vaste prijs;grijze stroom;30-10-2005;1-5-2006;verlengd;Hoog;Alleenstaand;1990 tot 1999;Rijtjeshuis;Onbekend;Laag
141419;12;1174;0;2163;1432;Y;Telemarketing;vaste prijs;grijze stroom;1-9-2005;5-9-2005;verlengd;Midden;Alleenstaand;na 2000;Rijtjeshuis;tussen modaal en 2 keer modaal;Hoog
141488;99;1575;0;2621;2861;Y;Prijsvergelijker;variabele prijs;grijze stroom;29-7-2005;2-10-2008;verlengd;Laag;Paar met kinderen;1970 tot 1989;Rijtjeshuis;tussen modaal en 2 keer modaal;Laag
141533;36;1723;0;1897;2043;Y;Telemarketing;variabele prijs;grijze stroom;29-7-2005;19-7-2010;niet verlengd;Laag;Paar zonder kinderen;Voor 1899;Rijtjeshuis;Onbekend;Laag
141591;12;2244;0;3230;0;Y;Telemarketing;vaste prijs;grijze stroom;29-7-2005;2-7-2007;niet verlengd;Midden;Alleenstaand;1940 tot 1969;Lage flat;modaal;Midden
141592;99;2915;4641;0;0;Y;Telemarketing;vaste prijs;grijze stroom;29-7-2005;29-10-2017;verlengd;Hoog;Paar zonder kinderen;Onbekend;Vrijstaand;tussen modaal en 2 keer modaal keer modaal of meer;Midden
141710;99;103;0;774;657;Y;Prijsvergelijker;vaste prijs;grijze stroom;31-7-2005;27-8-2008;verlengd;Laag;Paar zonder kinderen;Onbekend;Hoge flat;minimum;Hoog
141760;12;2449;0;2130;3003;Y;Door 2 Door;vaste prijs;grijze stroom;30-7-2005;4-11-2005;verlengd;Laag;Alleenstaand;na 2000;Rijtjeshuis;tussen modaal en minimum;Laag
141865;99;2964;8547;0;0;Y;Online;vaste prijs;grijze stroom;30-7-2005;30-10-2017;verlengd;Midden;Paar met kinderen;Voor 1899;Twee onder een kap;modaal;Midden
141868;12;8087;0;15755;13259;Y;Telemarketing;vaste prijs;grijze stroom;1-9-2005;5-9-2005;verlengd;Midden;Alleenstaand;na 2000;Vrijstaand;tussen modaal en 2 keer modaal;Laag
142237;99;4328;0;8475;8492;Y;Telemarketing;vaste prijs;grijze stroom;1-9-2005;1-12-2017;verlengd;Midden;Paar zonder kinderen;Onbekend;Twee onder een kap;Onbekend;Midden
142254;12;1237;0;2703;2992;Y;Telemarketing;vaste prijs;grijze stroom;1-9-2005;2-3-2006;verlengd;Midden;Alleenstaand;na 2000;Rijtjeshuis;tussen modaal en 2 keer modaal;Hoog
142331;12;1806;0;2444;0;Y;Telemarketing;vaste prijs;grijze stroom;4-8-2005;1-4-2006;verlengd;Laag;Alleenstaand;1970 tot 1989;Lage flat;tussen modaal en minimum;Laag
142405;36;1500;2794;0;0;Y;Online;vaste prijs;grijze stroom;4-8-2005;22-1-2007;verlengd;Midden;Alleenstaand;Onbekend;Rijtjeshuis;Onbekend;Hoog
142428;36;1957;2003;0;0;Y;Telemarketing;variabele prijs;grijze stroom;4-8-2005;1-2-2010;niet verlengd;Laag;Paar met kinderen;Voor 1899;Rijtjeshuis;Onbekend;Hoog
142449;36;2897;0;2548;3152;Y;Door 2 Door;variabele prijs;grijze stroom;4-8-2005;3-4-2009;niet verlengd;Hoog;Paar met kinderen;1900 tot 1939;Twee onder een kap;tussen modaal en minimum;Laag
142486;99;0;0;1124;4068;Y;Telemarketing;vaste prijs;grijze stroom;5-9-2005;5-12-2017;verlengd;Laag;Paar met kinderen;Onbekend;Onbekend;Onbekend;Laag
142555;12;1931;0;1482;2125;Y;Door 2 Door;vaste prijs;grijze stroom;4-8-2005;4-6-2007;niet verlengd;Midden;Paar met kinderen;1970 tot 1989;Rijtjeshuis;tussen modaal en 2 keer modaal;Hoog
142572;99;1500;0;2667;3005;Y;Telemarketing;vaste prijs;grijze stroom;4-8-2005;6-9-2008;verlengd;Midden;Paar zonder kinderen;1970 tot 1989;Rijtjeshuis;modaal;Midden
142612;99;985;0;3364;0;Y;Speciale sales acties;vaste prijs;grijze stroom;4-8-2005;4-11-2017;verlengd;Midden;Paar zonder kinderen;Voor 1899;Lage flat;tussen modaal en 2 keer modaal;Laag
142647;99;1432;0;1503;1553;Y;Telemarketing;variabele prijs;grijze stroom;4-8-2005;8-9-2008;verlengd;Laag;Paar met kinderen;1940 tot 1969;Lage flat;Onbekend;Midden
142741;99;3312;4418;2588;2787;Y;Prijsvergelijker;vaste prijs;grijze stroom;5-8-2005;5-11-2017;verlengd;Laag;Paar zonder kinderen; ; ; ;Laag
142743;99;1574;0;5429;0;Y;Telemarketing;vaste prijs;grijze stroom;5-8-2005;21-8-2009;verlengd;Midden;Paar met kinderen;Voor 1899;Rijtjeshuis;modaal;Hoog
142796;24;218;0;1653;0;Y;Telemarketing;vaste prijs;grijze stroom;5-8-2005;5-8-2007;verlengd;Midden;Paar zonder kinderen;1940 tot 1969;Lage flat;modaal;Midden
142830;24;398;0;2901;0;Y;Telemarketing;vaste prijs;grijze stroom;12-8-2005;22-3-2007;verlengd;Midden;Paar met kinderen;1970 tot 1989;Rijtjeshuis;tussen modaal en 2 keer modaal;Laag
142838;99;2874;4352;0;0;Y;Telemarketing;vaste prijs;grijze stroom;5-8-2005;5-11-2017;verlengd;Hoog;Paar met kinderen;Onbekend;Onbekend;Onbekend;Midden
142846;12;1608;3999;0;0;Y;Telemarketing;vaste prijs;grijze stroom;19-9-2005;16-2-2006;verlengd;Hoog;Alleenstaand;1990 tot 1999;Onbekend;Onbekend;Midden
142861;12;1671;0;2608;3321;Y;Telemarketing;vaste prijs;grijze stroom;1-9-2005;1-6-2006;verlengd;Midden;Paar met kinderen;1970 tot 1989;Twee onder een kap;Onbekend;Midden
142917;99;8768;0;0;26775;Y;Telemarketing;vaste prijs;grijze stroom;1-9-2005;1-12-2017;verlengd;Hoog;Paar met kinderen;1900 tot 1939;Rijtjeshuis;tussen modaal en 2 keer modaal keer modaal of meer;Hoog
143080;24;1999;0;2336;2609;Y;Telemarketing;vaste prijs;grijze stroom;25-7-2005;25-11-2007;niet verlengd;Midden;Paar met kinderen;1940 tot 1969;Twee onder een kap;Onbekend;Midden
143095;12;3184;3342;3012;2149;Y;Telemarketing;vaste prijs;grijze stroom;6-8-2005;20-2-2007;niet verlengd;Laag;Paar zonder kinderen;1990 tot 1999;Rijtjeshuis;tussen modaal en minimum;Hoog
143098;12;1931;0;1251;6839;Y;Telemarketing;vaste prijs;grijze stroom;6-8-2005;7-10-2006;niet verlengd;Hoog;Paar met kinderen;1970 tot 1989;Rijtjeshuis;Onbekend;Midden
143217;12;2399;4025;0;0;Y;Telemarketing;variabele prijs;grijze stroom;11-8-2005;17-12-2005;verlengd;Laag;Alleenstaand;na 2000;Rijtjeshuis;tussen modaal en minimum;Laag
143235;36;1001;0;807;2217;Y;Online;variabele prijs;grijze stroom;11-8-2005;13-5-2009;niet verlengd;Hoog;Paar zonder kinderen;Voor 1899;Twee onder een kap;Onbekend;Midden
143245;24;1977;0;7696;7410;Y;Telemarketing;vaste prijs;grijze stroom;18-8-2005;18-8-2007;verlengd;Midden;Paar met kinderen;1990 tot 1999;Twee onder een kap;tussen modaal en 2 keer modaal;Hoog
143368;12;1188;2331;0;0;Y;Telemarketing;vaste prijs;grijze stroom;11-8-2005;1-6-2006;verlengd;Midden;Paar met kinderen;1970 tot 1989;Rijtjeshuis;modaal;Hoog
143451;12;1654;0;998;1123;Y;Telemarketing;vaste prijs;grijze stroom;11-8-2005;26-7-2007;niet verlengd;Hoog;Paar met kinderen;1990 tot 1999;Rijtjeshuis;Onbekend;Hoog
143485;36;5094;12976;0;0;Y;Telemarketing;vaste prijs;grijze stroom;11-8-2005;11-8-2010;niet verlengd;Midden;Paar met kinderen;Voor 1899;Rijtjeshuis;tussen modaal en 2 keer modaal;Midden
143505;99;4644;13259;0;0;Y;Telemarketing;vaste prijs;grijze stroom;29-9-2005;29-12-2016;verlengd;Hoog;Paar met kinderen;Onbekend;Onbekend;Onbekend;Hoog
143508;99;1369;0;2500;2245;Y;Telemarketing;vaste prijs;grijze stroom;29-9-2005;29-12-2016;verlengd;Hoog;Paar met kinderen;Voor 1899;Hoge flat;tussen modaal en 2 keer modaal keer modaal of meer;Laag
143554;12;1595;4923;0;0;Y;Telemarketing;vaste prijs;grijze stroom;11-8-2005;1-6-2006;verlengd;Midden;Paar zonder kinderen;1970 tot 1989;Rijtjeshuis;tussen modaal en 2 keer modaal;Laag
143637;36;1993;0;2406;2517;Y;Online;variabele prijs;grijze stroom;11-8-2005;1-1-2012;niet verlengd;Midden;Paar met kinderen;Voor 1899;Twee onder een kap;modaal;Hoog
143642;36;1787;0;2659;4012;Y;Prijsvergelijker;variabele prijs;grijze stroom;12-8-2005;1-1-2012;niet verlengd;Midden;Paar zonder kinderen;Voor 1899;Twee onder een kap;tussen modaal en 2 keer modaal;Hoog
143659;12;987;1875;3166;0;Y;Online;vaste prijs;grijze stroom;15-8-2005;20-12-2007;niet verlengd;Midden;Paar zonder kinderen;1940 tot 1969;Onbekend;tussen modaal en 2 keer modaal;Hoog
143716;12;1707;0;1976;1963;Y;Telemarketing;vaste prijs;grijze stroom;11-8-2005;23-3-2006;verlengd;Laag;Paar zonder kinderen;Onbekend;Lage flat;minimum;Midden
143719;24;1675;0;791;1088;Y;Door 2 Door;vaste prijs;grijze stroom;11-8-2005;16-2-2006;verlengd;Laag;Alleenstaand;1990 tot 1999;Rijtjeshuis;minimum;Midden
143723;12;1930;3213;0;0;Y;Telemarketing;vaste prijs;grijze stroom;11-8-2005;30-8-2006;niet verlengd;Hoog;Paar met kinderen;1940 tot 1969;Hoge flat;Onbekend;Hoog
143727;12;2569;5035;0;0;Y;Door 2 Door;vaste prijs;grijze stroom;11-8-2005;3-3-2006;verlengd;Laag;Paar zonder kinderen;1990 tot 1999;Rijtjeshuis;minimum;Hoog
143750;12;2000;0;0;0;Y;Speciale sales acties;vaste prijs;grijze stroom;11-8-2005;1-9-2005;verlengd;Laag;Alleenstaand;na 2000;Lage flat;minimum;Laag
143898;99;4450;0;10935;0;Y;Telemarketing;vaste prijs;grijze stroom;12-8-2005;12-11-2017;verlengd;Midden;Paar zonder kinderen;Voor 1899;Vrijstaand;modaal;Laag
143939;99;1172;3444;0;0;Y;Prijsvergelijker;vaste prijs;grijze stroom;18-8-2005;18-11-2017;verlengd;Midden;Paar zonder kinderen;Voor 1899;Lage flat;modaal;Hoog
143975;12;1053;0;0;0;Y;Telemarketing;variabele prijs;grijze stroom;19-8-2005;12-1-2006;verlengd;Hoog;Alleenstaand;1990 tot 1999;Maisonette;tussen modaal en 2 keer modaal keer modaal of meer;Hoog
143994;24;952;0;4581;0;Y;Telemarketing;vaste prijs;grijze stroom;19-8-2005;14-9-2006;verlengd;Laag;Alleenstaand;1900 tot 1939;Rijtjeshuis;tussen modaal en minimum;Hoog
144010;99;536;734;0;0;Y;Telemarketing;vaste prijs;grijze stroom;29-9-2005;29-12-2016;verlengd;Midden;Paar met kinderen;Voor 1899;Lage flat;modaal;Laag
144386;24;4485;7503;1791;0;Y;Door 2 Door;vaste prijs;grijze stroom;5-9-2005;18-12-2006;verlengd;Hoog;Paar zonder kinderen;1940 tot 1969;Rijtjeshuis;tussen modaal en minimum;Midden
144390;36;984;0;1759;1275;Y;Telemarketing;variabele prijs;grijze stroom;5-9-2005;1-1-2012;niet verlengd;Midden;Paar met kinderen;Voor 1899;Rijtjeshuis;tussen modaal en 2 keer modaal;Laag
144583;12;1867;7177;0;0;Y;Telemarketing;vaste prijs;grijze stroom;29-9-2005;2-7-2008;niet verlengd;Hoog;Paar zonder kinderen;1940 tot 1969;Rijtjeshuis;Onbekend;Laag
144598;12;7508;0;19237;3379;Y;Telemarketing;vaste prijs;grijze stroom;29-9-2005;8-1-2007;niet verlengd;Hoog;Alleenstaand;Onbekend;Onbekend;Onbekend;Hoog
144786;12;1500;0;2500;0;Y;Telemarketing;vaste prijs;grijze stroom;5-9-2005;21-4-2006;verlengd;Midden;Paar zonder kinderen;1970 tot 1989;Rijtjeshuis;Onbekend;Laag
144834;99;1338;2586;0;0;Y;Telemarketing;vaste prijs;grijze stroom;18-8-2005;18-11-2017;verlengd;Midden;Paar met kinderen;Voor 1899;Lage flat;modaal;Midden
144867;99;1658;0;1309;1498;Y;Inbound;vaste prijs;grijze stroom;15-9-2005;15-12-2016;verlengd;Hoog;Paar met kinderen;Voor 1899;Vrijstaand;Onbekend;Hoog
145003;24;2461;0;6107;5204;Y;Telemarketing;vaste prijs;grijze stroom;19-8-2005;19-3-2008;niet verlengd;Laag;Alleenstaand;Onbekend;Onbekend;Onbekend;Laag
145010;36;2125;3633;1507;2512;Y;Telemarketing;variabele prijs;grijze stroom;19-8-2005;1-1-2012;niet verlengd;Hoog;Paar zonder kinderen;Onbekend;Onbekend;Onbekend;Midden
145062;12;3908;0;24799;10835;Y;Telemarketing;vaste prijs;grijze stroom;2-10-2009;27-4-2010;verlengd;Midden;Paar zonder kinderen;1990 tot 1999;VrijstaandOnbekend;modaal;Midden
